url,date,content,username
https://twitter.com/badte_eth/status/1606561774232571904,2022-12-24 08:05:50+00:00,@0xEthanDG 🔥🔥🔥,badte_eth
https://twitter.com/Mai_____Mai__/status/1606556922496577536,2022-12-24 07:46:33+00:00,@0xEthanDG @BoredApeYC 💯,Mai_____Mai__
https://twitter.com/CarterCashinOut/status/1606554288301408256,2022-12-24 07:36:05+00:00,@0xEthanDG @BoredApeYC With the background wallpaper 💯🫡🙌🏻,CarterCashinOut
https://twitter.com/CarterCashinOut/status/1606551908080123905,2022-12-24 07:26:37+00:00,@0xEthanDG @BoredApeYC Now that is 🔥🙌🏻,CarterCashinOut
https://twitter.com/ArtificialSham1/status/1606550429688598533,2022-12-24 07:20:45+00:00,@0xEthanDG What 🤯 - that’s quite a unique dog utility and outfit,ArtificialSham1
https://twitter.com/ArtificialSham1/status/1606550012669861888,2022-12-24 07:19:05+00:00,@0xEthanDG 50:50 chance he did not survive this,ArtificialSham1
https://twitter.com/CarterCashinOut/status/1606549374124826624,2022-12-24 07:16:33+00:00,@0xEthanDG This is the cleanest chain I’ve seen yet low key jealous I’m still rocking this 🫡 https://t.co/uBaKZRPmf8,CarterCashinOut
https://twitter.com/vazeonthis/status/1606541443429957634,2022-12-24 06:45:02+00:00,@0xEthanDG drip 💧,vazeonthis
https://twitter.com/ShmooNFT/status/1606538416249790464,2022-12-24 06:33:01+00:00,@0xEthanDG Holyyyyy,ShmooNFT
https://twitter.com/forkonti/status/1606537076488421377,2022-12-24 06:27:41+00:00,"@0xEthanDG Cool ape, on chain!",forkonti
https://twitter.com/CatalinaRautia2/status/1606536859747848196,2022-12-24 06:26:50+00:00,@0xEthanDG @BoredApeYC https://t.co/v9qIrWNFsA,CatalinaRautia2
https://twitter.com/CatalinaRautia2/status/1606536245143900162,2022-12-24 06:24:23+00:00,@0xEthanDG https://t.co/9Ca9hekO1y,CatalinaRautia2
https://twitter.com/kauaieth/status/1606531838620864515,2022-12-24 06:06:52+00:00,@0xEthanDG that color combo 🔥,kauaieth
https://twitter.com/only_mehran/status/1606525862794481665,2022-12-24 05:43:08+00:00,@0xEthanDG Oh Naa this goes dumb 🔥😩,only_mehran
https://twitter.com/Metacentury/status/1606504746923458560,2022-12-24 04:19:13+00:00,@0xEthanDG @BoredApeYC Cool 😎,Metacentury
https://twitter.com/NFTerps/status/1606502402387226624,2022-12-24 04:09:54+00:00,@0xEthanDG https://t.co/AlWjQZmzDG,NFTerps
https://twitter.com/cepdood/status/1606494924416991233,2022-12-24 03:40:11+00:00,@0xEthanDG Aight yeah that actually does,cepdood
https://twitter.com/Scoper582561521/status/1606491939184214021,2022-12-24 03:28:20+00:00,@0xEthanDG Can’t lie it’s drippy fr fr,Scoper582561521
https://twitter.com/boredfilmz/status/1606486511297482753,2022-12-24 03:06:46+00:00,@0xEthanDG I fucking need,boredfilmz
https://twitter.com/buttchin42069/status/1606482539924815872,2022-12-24 02:50:59+00:00,@0xEthanDG So sick!,buttchin42069
https://twitter.com/tayl0rnelson/status/1606482029633310721,2022-12-24 02:48:57+00:00,@0xEthanDG Neeeed.,tayl0rnelson
https://twitter.com/XxElias_702xX/status/1606480181300166656,2022-12-24 02:41:36+00:00,@dieseljit @0xEthanDG @RealKobeKarrot8 @MadHareSociety Sheeeeshhh!!!🥕🔫🐰👑😼🔪,XxElias_702xX
https://twitter.com/no9to5paychex/status/1606476107515301889,2022-12-24 02:25:25+00:00,@0xEthanDG Holy F,no9to5paychex
https://twitter.com/davis_xiii/status/1606475906339463171,2022-12-24 02:24:37+00:00,@0xEthanDG Where do I cop one of those?,davis_xiii
https://twitter.com/CryptoRoachClub/status/1606472900457992192,2022-12-24 02:12:40+00:00,@0xEthanDG 🪳🤝🏾,CryptoRoachClub
https://twitter.com/CyphyrEth/status/1606472879570288640,2022-12-24 02:12:35+00:00,@0xEthanDG Ape coin. On chain.,CyphyrEth
https://twitter.com/OGape5218/status/1606472204371255298,2022-12-24 02:09:54+00:00,@0xEthanDG https://t.co/9hdNmfHzlF,OGape5218
https://twitter.com/hotlneblng_/status/1606472096074326016,2022-12-24 02:09:29+00:00,@0xEthanDG This is clean af,hotlneblng_
https://twitter.com/WoodsApe/status/1606471061138280453,2022-12-24 02:05:22+00:00,@0xEthanDG wow that's sick,WoodsApe
https://twitter.com/RealKobeKarrot8/status/1606468871346884610,2022-12-24 01:56:40+00:00,@dieseljit @0xEthanDG @MadHareSociety That shit fly af tho💯,RealKobeKarrot8
https://twitter.com/dieseljit/status/1606467264848531456,2022-12-24 01:50:17+00:00,@RealKobeKarrot8 @0xEthanDG @MadHareSociety Absolutely 🥶💯,dieseljit
https://twitter.com/RealKobeKarrot8/status/1606466763431956481,2022-12-24 01:48:17+00:00,@dieseljit @0xEthanDG @MadHareSociety You right about that💯 in due time🐰💨,RealKobeKarrot8
https://twitter.com/mrmug3n/status/1606466508821090306,2022-12-24 01:47:17+00:00,@0xEthanDG I'd floss it. Not a billionaire yet,mrmug3n
https://twitter.com/dieseljit/status/1606465579124129792,2022-12-24 01:43:35+00:00,@0xEthanDG @RealKobeKarrot8 broooo imagine a @MadHareSociety chain 🤯🤯🤯 #web3,dieseljit
https://twitter.com/dieseljit/status/1606465240014749698,2022-12-24 01:42:14+00:00,@0xEthanDG Dammm it does,dieseljit
https://twitter.com/jokongNFT/status/1606465044400771075,2022-12-24 01:41:27+00:00,"@0xEthanDG bro, this is insane",jokongNFT
https://twitter.com/Ryy_Wills/status/1606461217077444608,2022-12-24 01:26:15+00:00,@0xEthanDG Ape coi oinnn,Ryy_Wills
https://twitter.com/southside88pe/status/1606457000421998593,2022-12-24 01:09:30+00:00,@0xEthanDG https://t.co/LV3cHbEhGU,southside88pe
https://twitter.com/just1n_eth/status/1606456497311207426,2022-12-24 01:07:30+00:00,@0xEthanDG This is dope! 🦍🔥,just1n_eth
https://twitter.com/8eight8_eth/status/1606456312761847809,2022-12-24 01:06:46+00:00,@0xEthanDG wow!🔥🔥,8eight8_eth
https://twitter.com/grbizzal/status/1606455669686734849,2022-12-24 01:04:12+00:00,@0xEthanDG oh gosh i want that💎,grbizzal
https://twitter.com/AVGTheDon/status/1606454916179976197,2022-12-24 01:01:13+00:00,@0xEthanDG Yoooo that’s fire,AVGTheDon
https://twitter.com/KelvinWeb3/status/1606454639943380992,2022-12-24 01:00:07+00:00,@0xEthanDG Whoa it's beautiful,KelvinWeb3
https://twitter.com/donnysmith/status/1606454611061379074,2022-12-24 01:00:00+00:00,@0xEthanDG Do you take $Ape Coin?,donnysmith
https://twitter.com/exitliquidity1/status/1606454077944365057,2022-12-24 00:57:53+00:00,@0xEthanDG That’s baller bro. I want one,exitliquidity1
https://twitter.com/ignorantnft/status/1606453962156146688,2022-12-24 00:57:25+00:00,@0xEthanDG Damn thats dope,ignorantnft
https://twitter.com/0xEthanDG/status/1606453634958516225,2022-12-24 00:56:07+00:00,This Apecoin chain goes hard 🔥😎 https://t.co/c0lVABZIKr,0xEthanDG
https://twitter.com/Zack74eth/status/1606447631391227904,2022-12-24 00:32:16+00:00,@0xEthanDG @BoredApeYC storytelling photo 👀,Zack74eth
https://twitter.com/gainweightmeow/status/1606439254099386373,2022-12-23 23:58:59+00:00,@0xEthanDG @BoredApeYC Some reason I thought itd be bigger,gainweightmeow
https://twitter.com/hotlneblng_/status/1606430388892712960,2022-12-23 23:23:45+00:00,@0xEthanDG @BoredApeYC 👀 https://t.co/jfDRUHzqIB,hotlneblng_
https://twitter.com/Sicario_453/status/1606426407688876032,2022-12-23 23:07:56+00:00,@0xEthanDG @BoredApeYC 💯,Sicario_453
https://twitter.com/FFVV1211/status/1606422944615653376,2022-12-23 22:54:10+00:00,@0xEthanDG @BoredApeYC 🔥🔥🔥,FFVV1211
https://twitter.com/degensad/status/1606422597981581312,2022-12-23 22:52:47+00:00,@0xEthanDG @BoredApeYC Ahh word! Always on the hunt for BAYC merch,degensad
https://twitter.com/0xEthanDG/status/1606422173761011713,2022-12-23 22:51:06+00:00,@Gee__Gazza @BoredApeYC Big flex,0xEthanDG
https://twitter.com/0xEthanDG/status/1606422130404610050,2022-12-23 22:50:56+00:00,@degensad @BoredApeYC Was a sale awhile ago,0xEthanDG
https://twitter.com/degensad/status/1606420941403475968,2022-12-23 22:46:12+00:00,@0xEthanDG @BoredApeYC Where’d you grab this?? 🔥,degensad
https://twitter.com/Gee__Gazza/status/1606418476033269763,2022-12-23 22:36:25+00:00,@0xEthanDG @BoredApeYC My old ape 😏,Gee__Gazza
https://twitter.com/0xEthanDG/status/1606417418829680642,2022-12-23 22:32:13+00:00,"The Eminem bored ape bobble head goes hard 😎
@BoredApeYC https://t.co/4g5A8z7h17",0xEthanDG
https://twitter.com/Sicario_453/status/1606397247687512065,2022-12-23 21:12:03+00:00,@0xEthanDG @BoredApeYC 👌🏽🔥,Sicario_453
https://twitter.com/CatalinaRautia2/status/1606386125647581190,2022-12-23 20:27:52+00:00,@0xEthanDG @BoredApeYC https://t.co/hHLJwxGa1s,CatalinaRautia2
https://twitter.com/JLukevich/status/1606378443301535744,2022-12-23 19:57:20+00:00,@0xEthanDG Good morning Ethan 🌞☕,JLukevich
https://twitter.com/CatalinaRautia2/status/1606373366155382794,2022-12-23 19:37:10+00:00,@0xEthanDG @BoredApeYC https://t.co/mlOuSwvYOn,CatalinaRautia2
https://twitter.com/gmNFTers/status/1606365773357776908,2022-12-23 19:06:59+00:00,"@0xEthanDG I think bail only needs to be 10%,,, so $25 M…either way, that’s fucked lol",gmNFTers
https://twitter.com/NFTparent/status/1606363828232474625,2022-12-23 18:59:16+00:00,@0xEthanDG @BoredApeYC I love it as well.  Has anyone actually read it? Lol,NFTparent
https://twitter.com/lMoody1660/status/1606359605566636041,2022-12-23 18:42:29+00:00,@xMoodyOfficial @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth Likewise 🙌😂,lMoody1660
https://twitter.com/Dackie_Official/status/1606358865250881536,2022-12-23 18:39:32+00:00,@0xEthanDG Quack morning Ethan https://t.co/XqvQuyD2F6,Dackie_Official
https://twitter.com/ItsDrBR/status/1606358518944223232,2022-12-23 18:38:10+00:00,@0xEthanDG Gm🍄 https://t.co/bIRdv5Nl5b,ItsDrBR
https://twitter.com/xMoodyOfficial/status/1606356835946086400,2022-12-23 18:31:29+00:00,@lMoody1660 @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth Thanks. Love your name 😂💎,xMoodyOfficial
https://twitter.com/orzo1203/status/1606353561830363136,2022-12-23 18:18:28+00:00,@0xEthanDG gm gm,orzo1203
https://twitter.com/ShmooNFT/status/1606353352496844800,2022-12-23 18:17:38+00:00,@0xEthanDG Gm!,ShmooNFT
https://twitter.com/sonja_X0/status/1606353032408494081,2022-12-23 18:16:22+00:00,@0xEthanDG gmgm Ethan 🎄,sonja_X0
https://twitter.com/grbizzal/status/1606352705324187649,2022-12-23 18:15:04+00:00,@0xEthanDG gmmmm,grbizzal
https://twitter.com/0xEthanDG/status/1606352259524198408,2022-12-23 18:13:17+00:00,"Eminem &amp; Snoop Bored Ape comic book is insane 🔥
@BoredApeYC https://t.co/7BLFhQvLzI",0xEthanDG
https://twitter.com/Evknows_/status/1606352226389196821,2022-12-23 18:13:10+00:00,@0xEthanDG Gm gm,Evknows_
https://twitter.com/_moreee23/status/1606352165408100352,2022-12-23 18:12:55+00:00,@0xEthanDG gm,_moreee23
https://twitter.com/HilsonK2/status/1606352146953547781,2022-12-23 18:12:51+00:00,@0xEthanDG GM ☀️,HilsonK2
https://twitter.com/0xEthanDG/status/1606352001050316806,2022-12-23 18:12:16+00:00,"Gm mfers

Christmas soon 🎄 https://t.co/R7R1R33HmC",0xEthanDG
https://twitter.com/junkyardwtf/status/1606299163871744002,2022-12-23 14:42:18+00:00,@RugbinZelenskio @yugalabs @0xRickHerr @boredmoshi @bigb9cake @babyape113 @bid_eth @grbizzal @0xJZhao @BorednHungry @krmblnuggs @0xEthanDG @samwcyo @jay_bleezie @VitalikButerin @weirdonft @CryptoCitiesDev @MutantMutiny @risicare_eth @VeteranDP @Magu_eth @JonsimsEth @Xeer @amazzara1 @stephengfung 🙊,junkyardwtf
https://twitter.com/lMoody1660/status/1606291841573339136,2022-12-23 14:13:13+00:00,@xMoodyOfficial @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth Yoo congrats!!,lMoody1660
https://twitter.com/twentyone21___/status/1606291767111712768,2022-12-23 14:12:55+00:00,@0xEthanDG 👁👌,twentyone21___
https://twitter.com/rickyesteves/status/1606274878595747840,2022-12-23 13:05:48+00:00,@0xEthanDG Wall.E and ET,rickyesteves
https://twitter.com/RaflorsNFT/status/1606246139291832320,2022-12-23 11:11:36+00:00,@0xEthanDG Yay. Merry Christmas.,RaflorsNFT
https://twitter.com/AstonHutcher/status/1606241349786812416,2022-12-23 10:52:34+00:00,@0xEthanDG THE ANSWER IS EASY  @10KTFshop https://t.co/7D5Oa2rK9l,AstonHutcher
https://twitter.com/Ivan49647040/status/1606211214664687623,2022-12-23 08:52:50+00:00,@0xEthanDG SBF rn https://t.co/8x1IG8rDSA,Ivan49647040
https://twitter.com/cryptoedge_edge/status/1606206721415778304,2022-12-23 08:34:58+00:00,@0xEthanDG LOL,cryptoedge_edge
https://twitter.com/xMoodyOfficial/status/1606198846006206464,2022-12-23 08:03:41+00:00,@0xEthanDG merry christmas :P,xMoodyOfficial
https://twitter.com/cryptoedge_edge/status/1606194264269996033,2022-12-23 07:45:28+00:00,@0xEthanDG Unbelivable!!!,cryptoedge_edge
https://twitter.com/SpaceMexManny/status/1606188601221402624,2022-12-23 07:22:58+00:00,@0xEthanDG Mind blowing 🤯,SpaceMexManny
https://twitter.com/xMoodyOfficial/status/1606175852802084865,2022-12-23 06:32:19+00:00,@coco_png @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth Thanks. We have to hope the MD includes poodles haha,xMoodyOfficial
https://twitter.com/forkonti/status/1606174781962854400,2022-12-23 06:28:03+00:00,@xMoodyOfficial @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth How will I explain that a monkey shits the key and then die😂,forkonti
https://twitter.com/xMoodyOfficial/status/1606174492924977157,2022-12-23 06:26:55+00:00,"@forkonti @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth My GF knows, but she is rather bitter after the last bayc video hahaha.",xMoodyOfficial
https://twitter.com/frick89/status/1606172341490155520,2022-12-23 06:18:22+00:00,"@0xEthanDG Two dog mecha opening a wormhole on a wall, One with fists and the others with some kind of weapons",frick89
https://twitter.com/forkonti/status/1606163449674768384,2022-12-23 05:43:02+00:00,@xMoodyOfficial @yugalabs @BoredApeYC @CryptoGarga @TomatoBAYC @GBsTVee @_PPMan_ @PabloLopez83 @0xEthanDG @MISTERETHEREUM @lior_eth Exactly same position with you. Got this present for myself 2 days ago and my gf do not know about this 🤫🎁 https://t.co/midFw8VeD5,forkonti
https://twitter.com/TheWolfOfBlockC/status/1606146886275977216,2022-12-23 04:37:13+00:00,"@0xEthanDG All I know is the volcano photo from the Otherside, and the volcano on the g passes from WAGMI SAN are the same. Just sayin. Everyone is underexposed to @10KTFshop https://t.co/nkrhvW42BV",TheWolfOfBlockC
https://twitter.com/micemilitia/status/1606141784622407681,2022-12-23 04:16:56+00:00,@cipher1008 @THEMICE_ @ItKev_n @Blockchainwork5 @virtirl_phil @pocketzzbad @endorfinaholic @MadMeerkatNFT @KarlisD3 @SSSSM_crypt @DougieFresh1813 @R_Jam17 @magicbeans18 @krmblnuggs @0xEthanDG @jay_bleezie,micemilitia
https://twitter.com/CryptoZemer/status/1606136762509758464,2022-12-23 03:56:59+00:00,@0xEthanDG Can't wait Ethan,CryptoZemer
https://twitter.com/SunD3vil27/status/1606136420153769984,2022-12-23 03:55:37+00:00,"@0xEthanDG Is that a ""Celestial Heart"" artifact?",SunD3vil27
https://twitter.com/D34thSt4lker/status/1606135339197689856,2022-12-23 03:51:20+00:00,@0xEthanDG So far away!!!,D34thSt4lker
https://twitter.com/webmyzer/status/1606126205236760577,2022-12-23 03:15:02+00:00,@0xEthanDG ✨🤝 https://t.co/XRB1rVoE5M,webmyzer
https://twitter.com/davis_xiii/status/1606125835341029376,2022-12-23 03:13:34+00:00,@0xEthanDG What did I miss???,davis_xiii
https://twitter.com/hawkwardart/status/1606118851820761088,2022-12-23 02:45:49+00:00,"@0xEthanDG where’s dn, Summer?",hawkwardart
https://twitter.com/dannye2004/status/1606116423444488193,2022-12-23 02:36:10+00:00,@0xEthanDG https://t.co/QvrvOef6ot,dannye2004
https://twitter.com/Dundermuffland/status/1606111193864626176,2022-12-23 02:15:23+00:00,@0xEthanDG What is that crystal thing??,Dundermuffland
https://twitter.com/shuffleuffagus/status/1606111060095705089,2022-12-23 02:14:51+00:00,"@0xEthanDG either that or both are mercilessly and without cause beating down a precambrian hallucigenia sp. their motives for combat will@be revealed later in the lore. thanks for listening, slap me that $APE thx!",shuffleuffagus
https://twitter.com/shuffleuffagus/status/1606110843694764033,2022-12-23 02:13:59+00:00,"@0xEthanDG creatures engaged in hand to hand combat. one (left), is shorter, taxa: mollusca, multiple arms weilding yellow crystals, vs. bioed on right, weilding massive weaponized acid green apple flavor ring pops. when these collide, the oxidation reaction releases purple sparks. (2/3)",shuffleuffagus
https://twitter.com/shuffleuffagus/status/1606110131871252482,2022-12-23 02:11:10+00:00,"@0xEthanDG exterior view from inside courtyard a south asian castle (door framed by blazing torches) at high elevation (snow or light alpine soil), Himalayas west to central asia. fires beyond horizon indicate conflict, forest fire unlikely beyond tree line. two opposed mythological (1/2)",shuffleuffagus
https://twitter.com/Sicario_453/status/1606107701703909377,2022-12-23 02:01:30+00:00,@0xEthanDG 🤣,Sicario_453
https://twitter.com/Really_Raw_/status/1606107194893553664,2022-12-23 01:59:29+00:00,@RufusXXavier @0xEthanDG It’s on the yuga youtube,Really_Raw_
